id,name_en,name_it,category,subcategory,lat,lon,radius_km,country,region,province,false_positive_confidence
phoenix-37_0500-14_3100,Persistent cell 37.0500N 14.3100E (glasshouse_complex),Cella persistente 37.0500N 14.3100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.05,14.31,0.4,IT,Sicily,,
phoenix-36_9100-14_7700,Persistent cell 36.9100N 14.7700E (glasshouse_complex),Cella persistente 36.9100N 14.7700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.91,14.77,0.4,IT,Sicily,,
phoenix-37_3900-14_9100,Persistent cell 37.3900N 14.9100E (glasshouse_complex),Cella persistente 37.3900N 14.9100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.39,14.91,0.5,IT,Sicily,,
phoenix-37_3900-14_9300,Persistent cell 37.3900N 14.9300E (glasshouse_complex),Cella persistente 37.3900N 14.9300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.39,14.93,0.5,IT,Sicily,,
phoenix-37_3100-14_3700,Persistent cell 37.3100N 14.3700E (glasshouse_complex),Cella persistente 37.3100N 14.3700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.31,14.37,0.4,IT,Sicily,,
phoenix-37_2900-14_3900,Persistent cell 37.2900N 14.3900E (glasshouse_complex),Cella persistente 37.2900N 14.3900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.29,14.39,0.35,IT,Sicily,,
phoenix-37_0500-14_8300,Persistent cell 37.0500N 14.8300E (glasshouse_complex),Cella persistente 37.0500N 14.8300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.05,14.83,0.35,IT,Sicily,,
phoenix-37_0500-14_8900,Persistent cell 37.0500N 14.8900E (quarry),Cella persistente 37.0500N 14.8900E (quarry),quarry,open_pit,37.05,14.89,0.5,IT,Sicily,,
phoenix-37_0300-14_8300,Persistent cell 37.0300N 14.8300E (quarry),Cella persistente 37.0300N 14.8300E (quarry),quarry,open_pit,37.03,14.83,0.6,IT,Sicily,,
phoenix-37_0300-14_8900,Persistent cell 37.0300N 14.8900E (quarry),Cella persistente 37.0300N 14.8900E (quarry),quarry,open_pit,37.03,14.89,0.5,IT,Sicily,,
phoenix-37_0100-14_3900,Persistent cell 37.0100N 14.3900E (glasshouse_complex),Cella persistente 37.0100N 14.3900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.01,14.39,0.4,IT,Sicily,,
phoenix-36_9700-14_8500,Persistent cell 36.9700N 14.8500E (glasshouse_complex),Cella persistente 36.9700N 14.8500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.97,14.85,0.4,IT,Sicily,,
phoenix-36_8100-14_4700,Persistent cell 36.8100N 14.4700E (glasshouse_complex),Cella persistente 36.8100N 14.4700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.81,14.47,0.4,IT,Sicily,,
phoenix-36_7900-14_7500,Persistent cell 36.7900N 14.7500E (glasshouse_complex),Cella persistente 36.7900N 14.7500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.79,14.75,0.35,IT,Sicily,,
phoenix-37_5100-14_5900,Persistent cell 37.5100N 14.5900E (glasshouse_complex),Cella persistente 37.5100N 14.5900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.51,14.59,0.4,IT,Sicily,,
phoenix-37_4900-14_5700,Persistent cell 37.4900N 14.5700E (glasshouse_complex),Cella persistente 37.4900N 14.5700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.49,14.57,0.4,IT,Sicily,,
phoenix-37_2300-14_5300,Persistent cell 37.2300N 14.5300E (urban),Cella persistente 37.2300N 14.5300E (urban),urban,urban_heat_island,37.23,14.53,0.5,IT,Sicily,,
phoenix-37_2300-14_5500,Persistent cell 37.2300N 14.5500E (glasshouse_complex),Cella persistente 37.2300N 14.5500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.23,14.55,0.4,IT,Sicily,,
phoenix-37_2300-14_8500,Persistent cell 37.2300N 14.8500E (glasshouse_complex),Cella persistente 37.2300N 14.8500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.23,14.85,0.35,IT,Sicily,,
phoenix-37_2100-14_8500,Persistent cell 37.2100N 14.8500E (glasshouse_complex),Cella persistente 37.2100N 14.8500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.21,14.85,0.3,IT,Sicily,,
phoenix-37_0900-14_7500,Persistent cell 37.0900N 14.7500E (glasshouse_complex),Cella persistente 37.0900N 14.7500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.09,14.75,0.4,IT,Sicily,,
phoenix-37_0500-14_9500,Persistent cell 37.0500N 14.9500E (glasshouse_complex),Cella persistente 37.0500N 14.9500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.05,14.95,0.35,IT,Sicily,,
phoenix-36_8900-14_8900,Persistent cell 36.8900N 14.8900E (glasshouse_complex),Cella persistente 36.8900N 14.8900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.89,14.89,0.4,IT,Sicily,,
phoenix-37_2900-15_0100,Persistent cell 37.2900N 15.0100E (urban),Cella persistente 37.2900N 15.0100E (urban),urban,urban_heat_island,37.29,15.01,0.5,IT,Sicily,,
phoenix-37_2100-14_9100,Persistent cell 37.2100N 14.9100E (glasshouse_complex),Cella persistente 37.2100N 14.9100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.21,14.91,0.4,IT,Sicily,,
phoenix-37_1700-14_1500,Persistent cell 37.1700N 14.1500E (quarry),Cella persistente 37.1700N 14.1500E (quarry),quarry,open_pit,37.17,14.15,0.4,IT,Sicily,,
phoenix-37_1300-14_1500,Persistent cell 37.1300N 14.1500E (glasshouse_complex),Cella persistente 37.1300N 14.1500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.15,0.5,IT,Sicily,,
phoenix-37_1300-14_1700,Persistent cell 37.1300N 14.1700E (glasshouse_complex),Cella persistente 37.1300N 14.1700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.17,0.4,IT,Sicily,,
phoenix-37_1100-14_1500,Persistent cell 37.1100N 14.1500E (glasshouse_complex),Cella persistente 37.1100N 14.1500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.11,14.15,0.4,IT,Sicily,,
phoenix-37_1100-14_1700,Persistent cell 37.1100N 14.1700E (glasshouse_complex),Cella persistente 37.1100N 14.1700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.11,14.17,0.4,IT,Sicily,,
phoenix-36_9700-15_1700,Persistent cell 36.9700N 15.1700E (glasshouse_complex),Cella persistente 36.9700N 15.1700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.97,15.17,0.3,IT,Sicily,,
phoenix-37_6500-14_7500,Persistent cell 37.6500N 14.7500E (glasshouse_complex),Cella persistente 37.6500N 14.7500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.65,14.75,0.35,IT,Sicily,,
phoenix-37_6300-14_4300,Persistent cell 37.6300N 14.4300E (glasshouse_complex),Cella persistente 37.6300N 14.4300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.63,14.43,0.4,IT,Sicily,,
phoenix-37_6300-14_4500,Persistent cell 37.6300N 14.4500E (glasshouse_complex),Cella persistente 37.6300N 14.4500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.63,14.45,0.35,IT,Sicily,,
phoenix-37_6100-14_4500,Persistent cell 37.6100N 14.4500E (quarry),Cella persistente 37.6100N 14.4500E (quarry),quarry,open_pit,37.61,14.45,0.5,IT,Sicily,,
phoenix-37_4100-14_2300,Persistent cell 37.4100N 14.2300E (glasshouse_complex),Cella persistente 37.4100N 14.2300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.41,14.23,0.3,IT,Sicily,,
phoenix-37_3900-14_1900,Persistent cell 37.3900N 14.1900E (glasshouse_complex),Cella persistente 37.3900N 14.1900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.39,14.19,0.4,IT,Sicily,,
phoenix-37_3700-14_1900,Persistent cell 37.3700N 14.1900E (glasshouse_complex),Cella persistente 37.3700N 14.1900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.37,14.19,0.4,IT,Sicily,,
phoenix-37_3700-14_2500,Persistent cell 37.3700N 14.2500E (glasshouse_complex),Cella persistente 37.3700N 14.2500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.37,14.25,0.3,IT,Sicily,,
phoenix-37_3300-14_2900,Persistent cell 37.3300N 14.2900E (glasshouse_complex),Cella persistente 37.3300N 14.2900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.33,14.29,0.4,IT,Sicily,,
phoenix-37_2900-14_2300,Persistent cell 37.2900N 14.2300E (glasshouse_complex),Cella persistente 37.2900N 14.2300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.29,14.23,0.5,IT,Sicily,,
phoenix-37_3000-14_8800,Persistent cell 37.3000N 14.8800E (glasshouse_complex),Cella persistente 37.3000N 14.8800E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.3,14.88,0.4,IT,Sicily,,
phoenix-37_2700-14_8400,Persistent cell 37.2700N 14.8400E (glasshouse_complex),Cella persistente 37.2700N 14.8400E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.27,14.84,0.45,IT,Sicily,,
phoenix-37_4300-14_2500,Persistent cell 37.4300N 14.2500E (glasshouse_complex),Cella persistente 37.4300N 14.2500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.43,14.25,0.5,IT,Sicily,,
phoenix-37_3700-13_3700,Persistent cell 37.3700N 13.3700E (glasshouse_complex),Cella persistente 37.3700N 13.3700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.37,13.37,0.4,IT,Sicily,,
phoenix-36_7300-14_8700,Persistent cell 36.7300N 14.8700E (urban),Cella persistente 36.7300N 14.8700E (urban),urban,urban_heat_island,36.73,14.87,0.4,IT,Sicily,,
phoenix-37_5400-13_2000,Persistent cell 37.5400N 13.2000E (glasshouse_complex),Cella persistente 37.5400N 13.2000E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.54,13.2,0.4,IT,Sicily,,
phoenix-37_2700-14_8200,Persistent cell 37.2700N 14.8200E (glasshouse_complex),Cella persistente 37.2700N 14.8200E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.27,14.82,0.4,IT,Sicily,,
phoenix-37_5600-13_0600,Persistent cell 37.5600N 13.0600E (glasshouse_complex),Cella persistente 37.5600N 13.0600E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.56,13.06,0.4,IT,Sicily,,
phoenix-37_9100-13_1900,Persistent cell 37.9100N 13.1900E (glasshouse_complex),Cella persistente 37.9100N 13.1900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.91,13.19,0.5,IT,Sicily,,
phoenix-37_6500-13_0400,Persistent cell 37.6500N 13.0400E (glasshouse_complex),Cella persistente 37.6500N 13.0400E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.65,13.04,0.5,IT,Sicily,,
phoenix-37_7300-12_6900,Persistent cell 37.7300N 12.6900E (glasshouse_complex),Cella persistente 37.7300N 12.6900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.73,12.69,0.4,IT,Sicily,,
phoenix-37_7200-14_1400,Persistent cell 37.7200N 14.1400E (quarry),Cella persistente 37.7200N 14.1400E (quarry),quarry,open_pit,37.72,14.14,0.6,IT,Sicily,,
phoenix-37_6600-13_9500,Persistent cell 37.6600N 13.9500E (solar_farm),Cella persistente 37.6600N 13.9500E (solar_farm),solar_farm,photovoltaic_array,37.66,13.95,0.4,IT,Sicily,,
phoenix-37_4900-14_0000,Persistent cell 37.4900N 14.0000E (urban),Cella persistente 37.4900N 14.0000E (urban),urban,urban_heat_island,37.49,14.0,0.5,IT,Sicily,,
phoenix-36_7700-14_5900,Persistent cell 36.7700N 14.5900E (water_body),Cella persistente 36.7700N 14.5900E (water_body),water_body,water_body,36.77,14.59,0.5,IT,Sicily,,
phoenix-36_7700-14_5700,Persistent cell 36.7700N 14.5700E (water_body),Cella persistente 36.7700N 14.5700E (water_body),water_body,water_body,36.77,14.57,0.5,IT,Sicily,,
phoenix-36_7500-14_6100,Persistent cell 36.7500N 14.6100E (water_body),Cella persistente 36.7500N 14.6100E (water_body),water_body,water_body,36.75,14.61,0.5,IT,Sicily,,
phoenix-36_8500-14_4300,Persistent cell 36.8500N 14.4300E (water_body),Cella persistente 36.8500N 14.4300E (water_body),water_body,water_body,36.85,14.43,0.5,IT,Sicily,,
phoenix-37_0900-14_1500,Persistent cell 37.0900N 14.1500E (water_body),Cella persistente 37.0900N 14.1500E (water_body),water_body,water_body,37.09,14.15,0.5,IT,Sicily,,
phoenix-36_9100-14_3900,Persistent cell 36.9100N 14.3900E (water_body),Cella persistente 36.9100N 14.3900E (water_body),water_body,water_body,36.91,14.39,0.5,IT,Sicily,,
phoenix-37_0900-14_1100,Persistent cell 37.0900N 14.1100E (water_body),Cella persistente 37.0900N 14.1100E (water_body),water_body,water_body,37.09,14.11,0.5,IT,Sicily,,
phoenix-37_0100-14_2900,Persistent cell 37.0100N 14.2900E (water_body),Cella persistente 37.0100N 14.2900E (water_body),water_body,water_body,37.01,14.29,0.5,IT,Sicily,,
phoenix-37_0700-14_1900,Persistent cell 37.0700N 14.1900E (water_body),Cella persistente 37.0700N 14.1900E (water_body),water_body,water_body,37.07,14.19,0.5,IT,Sicily,,
phoenix-37_0700-14_2100,Persistent cell 37.0700N 14.2100E (water_body),Cella persistente 37.0700N 14.2100E (water_body),water_body,water_body,37.07,14.21,0.5,IT,Sicily,,
phoenix-37_0900-14_1300,Persistent cell 37.0900N 14.1300E (water_body),Cella persistente 37.0900N 14.1300E (water_body),water_body,water_body,37.09,14.13,0.5,IT,Sicily,,
phoenix-37_0900-14_0700,Persistent cell 37.0900N 14.0700E (water_body),Cella persistente 37.0900N 14.0700E (water_body),water_body,water_body,37.09,14.07,0.5,IT,Sicily,,
phoenix-37_0900-14_0900,Persistent cell 37.0900N 14.0900E (water_body),Cella persistente 37.0900N 14.0900E (water_body),water_body,water_body,37.09,14.09,0.5,IT,Sicily,,
phoenix-36_9700-14_3500,Persistent cell 36.9700N 14.3500E (water_body),Cella persistente 36.9700N 14.3500E (water_body),water_body,water_body,36.97,14.35,0.5,IT,Sicily,,
phoenix-36_7900-14_4500,Persistent cell 36.7900N 14.4500E (water_body),Cella persistente 36.7900N 14.4500E (water_body),water_body,water_body,36.79,14.45,0.5,IT,Sicily,,
phoenix-36_7900-14_4700,Persistent cell 36.7900N 14.4700E (water_body),Cella persistente 36.7900N 14.4700E (water_body),water_body,water_body,36.79,14.47,0.5,IT,Sicily,,
phoenix-36_9900-14_3300,Persistent cell 36.9900N 14.3300E (water_body),Cella persistente 36.9900N 14.3300E (water_body),water_body,water_body,36.99,14.33,0.5,IT,Sicily,,
manualv130glasshouse37p57n14p73,Glasshouse complex at 37.57, 14.73,glasshouse_complex,candidate_persistent_anomaly,37.57,14.73,1.5,IT
manualv130solar36p93n14p81,Solar PV farm at 36.93, 14.81,solar_farm,candidate_persistent_anomaly,36.93,14.81,1.5,IT
